References,condition,Title,Result,Reason,Description,ID,Policy ID,command,Rationale,Remediation,Compliance,Rules
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/interactive-logon-do-not-display-last-user-name,all,Ensure 'Interactive logon: Don't display last signed-in' is set to 'Enabled'.,failed,,This policy setting determines whether the account name of the last user to log on to the client computers in your organization will be displayed in each computer's respective Windows logon screen. Enable this policy setting to prevent intruders from collecting account names visually from the screens of desktop or laptop computers in your organization. The recommended state for this setting is: Enabled.,15526,cis_win10_enterprise,,"An attacker with access to the console (for example, someone with physical access or someone who is able to connect to the server through Remote Desktop Services) could view the name of the last user who logged on to the server. The attacker could then try to guess the password, use a dictionary, or use a brute-force attack to try and log on.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Interactive logon: Don't display last signed-in Note: In older versions of Microsoft Windows, this setting was named Interactive logon: Do not display last user name, but it was renamed starting with Windows 10 Release 1703.","[{""value"":""2.3.7.2"",""key"":""cis""},{""value"":""5.1"",""key"":""cis_csc_v7""},{""value"":""4.1"",""key"":""cis_csc_v8""},{""value"":""AC.L1-3.1.1,AC.L1-3.1.2,CM.L2-3.4.1,CM.L2-3.4.2,CM.L2-3.4.6,CM.L2-3.4.7"",""key"":""cmmc_v2.0""},{""value"":""A.14.2.5,A.8.1.3"",""key"":""iso_27001-2013""},{""value"":""CM-7(1),CM-9,SA-10"",""key"":""nist_sp_800-53""},{""value"":""11.5,2.2"",""key"":""pci_dss_v3.2.1""},{""value"":""1.1.1,1.2.1,1.2.6,1.2.7,1.5.1,2.1.1,2.2.1"",""key"":""pci_dss_v4.0""},{""value"":""CC7.1,CC8.1"",""key"":""soc_2""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> DontDisplayLastUserName""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> DontDisplayLastUserName -> 1""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/interactive-logon-machine-account-lockout-threshold,all,"Ensure 'Interactive logon: Machine account lockout threshold' is set to '10 or fewer invalid logon attempts, but not 0'.",failed,,"This security setting determines the number of failed logon attempts that causes the machine to be locked out. Failed password attempts against workstations or member servers that have been locked using either CTRL+ALT+DELETE or password protected screen savers counts as failed logon attempts. The machine lockout policy is enforced only on those machines that have BitLocker enabled for protecting OS volumes. Please ensure that appropriate recovery password backup policies are enabled. The recommended state for this setting is: 10 or fewer invalid logon attempts, but not 0. Note: A value of 0 does not conform to the benchmark as it disables the machine account lockout threshold. Values from 1 to 3 will be interpreted as 4.",15527,cis_win10_enterprise,,"If a machine is lost or stolen, or if an insider threat attempts a brute force password attack against the computer, it is important to ensure that BitLocker will lock the computer and therefore prevent a successful attack.","To establish the recommended configuration via GP, set the following UI path to 10 or fewer invalid logon attempts, but not 0: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Interactive logon: Machine account lockout threshold.","[{""value"":""2.3.7.3"",""key"":""cis""},{""value"":""4.10"",""key"":""cis_csc_v8""},{""value"":""AC.L2-3.1.8,SC.L2-3.13.9"",""key"":""cmmc_v2.0""},{""value"":""8.3.4"",""key"":""pci_dss_v4.0""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> MaxDevicePasswordFailedAttempts -> 0""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> MaxDevicePasswordFailedAttempts""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> MaxDevicePasswordFailedAttempts -> n:^(\\d+) compare <=30""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/interactive-logon-number-of-previous-logons-to-cache-in-case-domain-controller-is-not-available,all,Ensure 'Interactive logon: Number of previous logons to cache (in case domain controller is not available)' is set to '4 or fewer logon(s)'.,failed,,"This policy setting determines whether a user can log on to a Windows domain using cached account information. Logon information for domain accounts can be cached locally to allow users to log on even if a Domain Controller cannot be contacted. This policy setting determines the number of unique users for whom logon information is cached locally. If this value is set to 0, the logon cache feature is disabled. An attacker who is able to access the file system of the server could locate this cached information and use a brute force attack to determine user passwords. The recommended state for this setting is: 4 or fewer logon(s).",15531,cis_win10_enterprise,,"The number that is assigned to this policy setting indicates the number of users whose logon information the computer will cache locally. If the number is set to 4, then the computer caches logon information for 4 users. When a 5th user logs on to the computer, the server overwrites the oldest cached logon session. Users who access the computer console will have their logon credentials cached on that computer. An attacker who is able to access the file system of the computer could locate this cached information and use a brute force attack to attempt to determine user passwords. To mitigate this type of attack, Windows encrypts the information and obscures its physical location.","To establish the recommended configuration via GP, set the following UI path to 4 or fewer logon(s): Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Interactive logon: Number of previous logons to cache (in case domain controller is not available).","[{""value"":""2.3.7.7"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon -> CachedLogonsCount""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SOFTWARE\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon -> CachedLogonsCount -> n:^(\\d+) compare <= 4""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/interactive-logon-prompt-user-to-change-password-before-expiration,any,Ensure 'Interactive logon: Prompt user to change password before expiration' is set to 'between 5 and 14 days'.,passed,,This policy setting determines how far in advance users are warned that their password will expire. It is recommended that you configure this policy setting to at least 5 days but no more than 14 days to sufficiently warn users when their passwords will expire. The recommended state for this setting is: between 5 and 14 days.,15532,cis_win10_enterprise,,"Users will need to be warned that their passwords are going to expire, or they may inadvertently be locked out of the computer when their passwords expire. This condition could lead to confusion for users who access the network locally, or make it impossible for users to access your organization's network through dial-up or virtual private network (VPN) connections.","To establish the recommended configuration via GP, set the following UI path to a value between 5 and 14 days: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Interactive logon: Prompt user to change password before expiration.","[{""value"":""2.3.7.8"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon -> PasswordExpiryWarning""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows NT\\CurrentVersion\\Winlogon -> PasswordExpiryWarning -> n:^(\\d+) compare >= 5 && n:^(\\d+) compare <= 14""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/microsoft-network-client-send-unencrypted-password-to-third-party-smb-servers,any,Ensure 'Microsoft network client: Send unencrypted password to third-party SMB servers' is set to 'Disabled'.,passed,,"This policy setting determines whether the SMB redirector will send plaintext passwords during authentication to third-party SMB servers that do not support password encryption. It is recommended that you disable this policy setting unless there is a strong business case to enable it. If this policy setting is enabled, unencrypted passwords will be allowed across the network. The recommended state for this setting is: Disabled.",15536,cis_win10_enterprise,,"If you enable this policy setting, the server can transmit passwords in plaintext across the network to other computers that offer SMB services, which is a significant security risk. These other computers may not use any of the SMB security mechanisms that are included with Windows Server 2003.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Microsoft network client: Send unencrypted password to third-party SMB servers.","[{""value"":""2.3.8.3"",""key"":""cis""},{""value"":""16.4"",""key"":""cis_csc_v7""},{""value"":""3.10"",""key"":""cis_csc_v8""},{""value"":""AC.L2-3.1.13,AC.L2-3.1.17,IA.L2-3.5.10,SC.L2-3.13.11,SC.L2-3.13.15,SC.L2-3.13.8"",""key"":""cmmc_v2.0""},{""value"":""164.312(a)(2)(iv),164.312(e)(1),164.312(e)(2)(i),164.312(e)(2)(ii)"",""key"":""hipaa""},{""value"":""A.10.1.1"",""key"":""iso_27001-2013""},{""value"":""AC-17(2),SC-8,SC-8(1)"",""key"":""nist_sp_800-53""},{""value"":""2.1.1,4.1,4.1.1,8.2.1"",""key"":""pci_dss_v3.2.1""},{""value"":""2.2.7,4.1.1,4.2.1,4.2.1.2,4.2.2,8.3.2"",""key"":""pci_dss_v4.0""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters -> EnablePlainTextPassword""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Services\\LanmanWorkstation\\Parameters -> EnablePlainTextPassword -> 0""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-do-not-allow-anonymous-enumeration-of-sam-accounts,any,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts' is set to 'Enabled'.,passed,,"This policy setting controls the ability of anonymous users to enumerate the accounts in the Security Accounts Manager (SAM). If you enable this policy setting, users with anonymous connections will not be able to enumerate domain account user names on the systems in your environment. This policy setting also allows additional restrictions on anonymous connections. The recommended state for this setting is: Enabled. Note: This policy has no effect on Domain Controllers.",15543,cis_win10_enterprise,,An unauthorized user could anonymously list account names and use the information to attempt to guess passwords or perform social engineering attacks. (Social engineering attacks try to deceive users in some way to obtain passwords or some form of security information.).,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Do not allow anonymous enumeration of SAM accounts.","[{""value"":""2.3.10.2"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> RestrictAnonymousSAM""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> RestrictAnonymousSAM -> 1""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-do-not-allow-anonymous-enumeration-of-sam-accounts-and-shares,all,Ensure 'Network access: Do not allow anonymous enumeration of SAM accounts and shares' is set to 'Enabled'.,failed,,"This policy setting controls the ability of anonymous users to enumerate SAM accounts as well as shares. If you enable this policy setting, anonymous users will not be able to enumerate domain account user names and network share names on the systems in your environment. The recommended state for this setting is: Enabled. Note: This policy has no effect on Domain Controllers.",15544,cis_win10_enterprise,,An unauthorized user could anonymously list account names and shared resources and use the information to attempt to guess passwords or perform social engineering attacks. (Social engineering attacks try to deceive users in some way to obtain passwords or some form of security information.).,"To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Do not allow anonymous enumeration of SAM accounts and shares.","[{""value"":""2.3.10.3"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> RestrictAnonymous""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> RestrictAnonymous -> 1""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-do-not-allow-storage-of-passwords-and-credentials-for-network-authentication,all,Ensure 'Network access: Do not allow storage of passwords and credentials for network authentication' is set to 'Enabled'.,failed,,This policy setting determines whether Credential Manager (formerly called Stored User Names and Passwords) saves passwords or credentials for later use when it gains domain authentication. The recommended state for this setting is: Enabled. Note: Changes to this setting will not take effect until Windows is restarted.,15545,cis_win10_enterprise,,"Passwords that are cached can be accessed by the user when logged on to the computer. Although this information may sound obvious, a problem can arise if the user unknowingly executes hostile code that reads the passwords and forwards them to another, unauthorized user.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Do not allow storage of passwords and credentials for network authentication.","[{""value"":""2.3.10.4"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> DisableDomainCreds""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> DisableDomainCreds -> 1""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-let-everyone-permissions-apply-to-anonymous-users,any,Ensure 'Network access: Let Everyone permissions apply to anonymous users' is set to 'Disabled'.,passed,,This policy setting determines what additional permissions are assigned for anonymous connections to the computer. The recommended state for this setting is: Disabled.,15546,cis_win10_enterprise,,"An unauthorized user could anonymously list account names and shared resources and use the information to attempt to guess passwords, perform social engineering attacks, or launch DoS attacks.","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Let Everyone permissions apply to anonymous users.","[{""value"":""2.3.10.5"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> EveryoneIncludesAnonymous""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> EveryoneIncludesAnonymous -> 0""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-restrict-clients-allowed-to-make-remote-sam-calls,any,Ensure 'Network access: Restrict clients allowed to make remote calls to SAM' is set to 'Administrators: Remote Access: Allow'.,passed,,"This policy setting allows you to restrict remote RPC connections to SAM. The recommended state for this setting is: Administrators: Remote Access: Allow. Note: A Windows 10 R1607, Server 2016 or newer OS is required to access and set this value in Group Policy. Note #2: This setting was originally only supported on Windows 10 R1607 or newer, then support for it was added to Windows 7 or newer via the March 2017 security patches. Note #3: If your organization is using Microsoft Defender for Identity (formerly Azure Advanced Threat Protection (Azure ATP)), the (organization-named) Defender for Identity Directory Service Account (DSA), will also need to be granted the same Remote Access: Allow permission. For more information on adding the service account please see Configure SAM-R to enable lateral movement path detection in Microsoft Defender for Identity | Microsoft Docs.",15551,cis_win10_enterprise,,To ensure that an unauthorized user cannot anonymously list local account names or groups and use the information to attempt to guess passwords or perform social engineering attacks. (Social engineering attacks try to deceive users in some way to obtain passwords or some form of security information.).,"To establish the recommended configuration via GP, set the following UI path to Administrators: Remote Access: Allow: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Restrict clients allowed to make remote calls to SAM.","[{""value"":""2.3.10.10"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> restrictremotesam""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\SYSTEM\\CurrentControlSet\\Control\\Lsa -> restrictremotesam -> r:O:BAG:BAD:\\(A;;RC;;;BA\\)""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-access-sharing-and-security-model-for-local-accounts,all,Ensure 'Network access: Sharing and security model for local accounts' is set to 'Classic - local users authenticate as themselves'.,passed,,"This policy setting determines how network logons that use local accounts are authenticated. The Classic option allows precise control over access to resources, including the ability to assign different types of access to different users for the same resource. The Guest only option allows you to treat all users equally. In this context, all users authenticate as Guest only to receive the same access level to a given resource. The recommended state for this setting is: Classic - local users authenticate as themselves. Note: This setting does not affect interactive logons that are performed remotely by using such services as Telnet or Remote Desktop Services (formerly called Terminal Services).",15553,cis_win10_enterprise,,"With the Guest only model, any user who can authenticate to your computer over the network does so with guest privileges, which probably means that they will not have write access to shared resources on that computer. Although this restriction does increase security, it makes it more difficult for authorized users to access shared resources on those computers because ACLs on those resources must include access control entries (ACEs) for the Guest account. With the Classic model, local accounts should be password protected. Otherwise, if Guest access is enabled, anyone can use those user accounts to access shared system resources.","To establish the recommended configuration via GP, set the following UI path to Classic - local users authenticate as themselves: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network access: Sharing and security model for local accounts.","[{""value"":""2.3.10.12"",""key"":""cis""},{""value"":""0.0"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> ForceGuest""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> ForceGuest -> 0""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-security-do-not-store-lan-manager-hash-value-on-next-password-change,any,Ensure 'Network security: Do not store LAN Manager hash value on next password change' is set to 'Enabled'.,passed,,"This policy setting determines whether the LAN Manager (LM) hash value for the new password is stored when the password is changed. The LM hash is relatively weak and prone to attack compared to the cryptographically stronger Microsoft Windows NT hash. Since LM hashes are stored on the local computer in the security database, passwords can then be easily compromised if the database is attacked. Note: Older operating systems and some third-party applications may fail when this policy setting is enabled. Also, note that the password will need to be changed on all accounts after you enable this setting to gain the proper benefit. The recommended state for this setting is: Enabled.",15558,cis_win10_enterprise,,"The SAM file can be targeted by attackers who seek access to username and password hashes. Such attacks use special tools to crack passwords, which can then be used to impersonate users and gain access to resources on your network. These types of attacks will not be prevented if you enable this policy setting, but it will be much more difficult for these types of attacks to succeed.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: Do not store LAN Manager hash value on next password change.","[{""value"":""2.3.11.5"",""key"":""cis""},{""value"":""16.4"",""key"":""cis_csc_v7""},{""value"":""3.11"",""key"":""cis_csc_v8""},{""value"":""AC.L2-3.1.19,IA.L2-3.5.10,MP.L2-3.8.1,SC.L2-3.13.11,SC.L2-3.13.16"",""key"":""cmmc_v2.0""},{""value"":""164.312(a)(2)(iv),164.312(e)(2)(ii)"",""key"":""hipaa""},{""value"":""A.10.1.1"",""key"":""iso_27001-2013""},{""value"":""SC-28,SC-28(1)"",""key"":""nist_sp_800-53""},{""value"":""3.4,3.4.1,8.2.1"",""key"":""pci_dss_v3.2.1""},{""value"":""3.1.1,3.3.2,3.3.3,3.5.1,3.5.1.2,3.5.1.3,8.3.2"",""key"":""pci_dss_v4.0""},{""value"":""CC6.1"",""key"":""soc_2""}]","[{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa""},{""type"":""numeric"",""rule"":""not r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> NoLMHash""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> NoLMHash -> 1""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-security-lan-manager-authentication-level,all,Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM'.,failed,,"LAN Manager (LM) was a family of early Microsoft client/server software (predating Windows NT) that allowed users to link personal computers together on a single network. LM network capabilities included transparent file and print sharing, user security features, and network administration tools. In Active Directory domains, the Kerberos protocol is the default authentication protocol. However, if the Kerberos protocol is not negotiated for some reason, Active Directory will use LM, NTLM, or NTLMv2. LAN Manager authentication includes the LM, NTLM, and NTLM version 2 (NTLMv2) variants, and is the protocol that is used to authenticate all Windows clients when they perform the following operations: - Join a domain - Authenticate between Active Directory forests - Authenticate to down-level domains - Authenticate to computers that do not run Windows 2000, Windows Server 2003, or Windows XP - Authenticate to computers that are not in the domain The Network security: LAN Manager authentication level setting determines which challenge/response authentication protocol is used for network logons. This choice affects the level of authentication protocol used by clients, the level of session security negotiated, and the level of authentication accepted by servers. The recommended state for this setting is: Send NTLMv2 response only. Refuse LM & NTLM.",15560,cis_win10_enterprise,,"Windows 2000 and Windows XP clients were configured by default to send LM and NTLM authentication responses (Windows 95-based and Windows 98-based clients only send LM). The default settings in OSes predating Windows Vista / Windows Server 2008 (non-R2) allowed all clients to authenticate with servers and use their resources. However, this meant that LM responses - the weakest form of authentication response - were sent over the network, and it was potentially possible for attackers to sniff that traffic to more easily reproduce the user's password. The Windows 95, Windows 98, and Windows NT operating systems cannot use the Kerberos version 5 protocol for authentication. For this reason, in a Windows Server 2003 domain, these computers authenticate by default with both the LM and NTLM protocols for network authentication. You can enforce a more secure authentication protocol for Windows 95, Windows 98, and Windows NT by using NTLMv2. For the logon process, NTLMv2 uses a secure channel to protect the authentication process. Even if you use NTLMv2 for older clients and servers, Windows-based clients and servers that are members of the domain will use the Kerberos authentication protocol to authenticate with Windows Server 2003 or newer Domain Controllers. For these reasons, it is strongly preferred to restrict the use of LM & NTLM (non-v2) as much as possible.","To establish the recommended configuration via GP, set the following UI path to: Send NTLMv2 response only. Refuse LM & NTLM: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\Network security: LAN Manager authentication level.","[{""value"":""2.3.11.7"",""key"":""cis""},{""value"":""9.2"",""key"":""cis_csc_v7""},{""value"":""3.10"",""key"":""cis_csc_v8""},{""value"":""AC.L2-3.1.13,AC.L2-3.1.17,IA.L2-3.5.10,SC.L2-3.13.11,SC.L2-3.13.15,SC.L2-3.13.8"",""key"":""cmmc_v2.0""},{""value"":""164.312(a)(2)(iv),164.312(e)(1),164.312(e)(2)(i),164.312(e)(2)(ii)"",""key"":""hipaa""},{""value"":""A.13.1.3"",""key"":""iso_27001-2013""},{""value"":""AC-17(2),SC-8,SC-8(1)"",""key"":""nist_sp_800-53""},{""value"":""2.1.1,4.1,4.1.1,8.2.1"",""key"":""pci_dss_v3.2.1""},{""value"":""2.2.7,4.1.1,4.2.1,4.2.1.2,4.2.2,8.3.2"",""key"":""pci_dss_v4.0""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> LmCompatibilityLevel""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\System\\CurrentControlSet\\Control\\Lsa -> LmCompatibilityLevel -> 5""}]"
https://learn.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/user-account-control-admin-approval-mode-for-the-built-in-administrator-account,all,Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled'.,failed,,This policy setting controls the behavior of Admin Approval Mode for the built-in Administrator account. The recommended state for this setting is: Enabled.,15567,cis_win10_enterprise,,"One of the risks that the User Account Control feature introduced with Windows Vista is trying to mitigate is that of malicious software running under elevated credentials without the user or administrator being aware of its activity. An attack vector for these programs was to discover the password of the account named ""Administrator"" because that user account was created for all installations of Windows. To address this risk, in Windows Vista or newer, the built-in Administrator account is now disabled by default. In a default installation of a new computer, accounts with administrative control over the computer are initially set up in one of two ways: - - If the computer is not joined to a domain, the first user account you create has the equivalent permissions as a local administrator. If the computer is joined to a domain, no local administrator accounts are created. The Enterprise or Domain Administrator must log on to the computer and create one if a local administrator account is warranted. Once Windows is installed, the built-in Administrator account may be manually enabled, but we strongly recommend that this account remain disabled.","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\User Account Control: Admin Approval Mode for the Built-in Administrator account.","[{""value"":""2.3.17.1"",""key"":""cis""},{""value"":""4.4"",""key"":""cis_csc_v7""},{""value"":""0.0"",""key"":""cis_csc_v8""},{""value"":""A.9.4.3"",""key"":""iso_27001-2013""}]","[{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> FilterAdministratorToken""},{""type"":""registry"",""rule"":""r:HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Policies\\System -> FilterAdministratorToken -> 1""}]"
